,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
hg38 STAR 36bp b20000 k50 n300.bed,-0.08598244,-0.026643826,-0.015001179,0.037496913,-0.01961105,-0.10248427,-0.06473739,0.07119529,-0.015779138,0.008748663,0.12683634,0.0709231,0.14697345,0.124067545,-0.016968662,0.011759303,-0.04457233,-0.11927483,0.04469865,-0.043916855,0.1011304,-0.044706043,-0.027691567,0.08757761,-0.07560237,0.041485023,-0.05053883,-0.02132187,0.011039007,-0.02193161,-0.1496369,-0.101087034,-0.07422142,-0.025102464,-0.030803135,-0.07912266,0.015838122,-0.0064550457,0.058347262,0.015714247,-0.015822105,-0.029208018,0.004452301,-0.00015921776,-0.016148543,-0.038325332,0.042756792,-0.060518023,0.085444495,0.030477058,-0.040766776,-0.032442413,-0.0907033,-0.03570598,-0.07673103,-0.09988604,0.027100716,-0.01902848,-0.0447159,-0.019427428,0.02860893,0.020537648,0.0051989127,0.07773006,-0.062005855,-0.024582764,0.06115208,-0.09917321,-0.0857779,-0.10711783,0.017059885,0.039231583,-0.060318127,0.035011303,-0.015171295,0.0034618296,0.040117722,-0.052752927,0.049517438,0.102456644,0.11104809,-0.071367435,-0.15244178,-0.07421962,0.048600517,0.06511204,-0.06347479,-0.024456553,0.08915965,0.07022173,-0.056754105,-0.041886646,0.09352827,0.043655317,-0.03046721,-0.0043646884,0.03511363,0.082159996,-0.012059182,-0.16281132
hg38 STAR 36bp b1000 k100 n50.bed,-0.07585123,-0.030929249,0.026313331,-0.032152057,0.0010582753,-0.08942308,-0.061416876,0.020180622,-0.08893551,-0.030880231,0.13157113,0.1538946,0.1267157,0.11657054,-0.082206294,0.033636507,-0.017059088,-0.11882597,0.034938052,0.0074274424,0.15873878,-0.00078511925,0.0017628102,0.12858808,-0.03657533,0.06388069,-0.02784047,0.02357285,0.006905985,0.010141972,-0.14539962,-0.093831494,-0.06545439,-0.06897701,-0.04007551,-0.08049297,-0.016934056,0.015303036,0.04078479,0.010964359,-0.023288982,-0.03115142,0.07843747,0.03555022,-0.021800112,-0.06376444,0.05616918,-0.051018804,0.089544065,0.010446821,0.03957184,-0.07347551,-0.10184848,-0.055959385,-0.11351522,-0.17930864,0.047174547,0.049940694,-0.06982175,0.05256026,0.06630753,0.07013442,0.07739472,0.012687024,-0.076491095,-0.015744561,0.03934084,-0.047779296,0.03865627,-0.034097143,0.09059724,-0.03503119,-0.047707472,0.028935455,-0.009350128,0.02737315,0.01456118,-0.028337311,-0.015867349,0.10169546,0.090371385,-0.077424586,-0.17519237,-0.059610926,0.016569853,0.082319744,-0.12942246,-0.015154875,0.085568145,0.07505305,-0.053874068,-0.022366012,0.096873395,0.07488451,-0.05214435,-0.020676143,0.02142434,0.15958449,-0.024271421,-0.13239974
hg38 STAR 36bp b10000 k100 n10.bed,-0.043546576,-0.029745929,-0.0375249,-0.056321114,0.007624395,-0.084215425,-0.08370196,0.057326514,-0.058496784,-0.055463426,0.16723786,0.12431582,0.117873594,0.13105585,-0.029137421,0.02036979,-0.03236129,-0.067868516,0.039164674,-0.009211662,0.105592705,-0.006956067,-0.020128455,0.07139657,-0.04596415,0.007993648,-0.026225423,0.033969566,0.034023073,-0.0043481155,-0.1085461,-0.08429908,-0.047887284,-0.055016592,-0.024609119,-0.068238005,-0.021817552,0.020612158,0.046828732,-0.011701421,-0.033682488,0.03659287,0.019510407,0.026624985,-0.03937082,-0.037972957,0.027479293,-0.051121995,0.0727494,0.0017659037,-0.0068159793,-0.048657883,-0.066777,-0.031852286,-0.07303268,-0.18110633,0.048251014,-0.009041802,-0.066128165,-0.011623214,0.069419995,0.07378483,0.046811346,0.027090803,-0.05490537,-0.018431688,0.036628395,-0.046206832,0.002390558,-0.08165863,0.08675951,-0.018434921,-0.041847937,-0.0011348753,0.0028924912,0.042215332,0.009111349,-0.03506617,-0.03539037,0.08585457,0.084666245,-0.0575598,-0.11437091,-0.04928849,0.04198401,0.09488417,-0.12347056,-0.018637888,0.09618163,0.06568916,-0.008037484,-0.026925223,0.0681028,0.06509288,-0.04114113,-0.023001032,0.018955166,0.0822118,0.015014269,-0.1296635
hg38 STAR 36bp b20000 k100 n300.bed,-0.05612557,-0.034215473,-0.027194183,-0.022643626,0.0006589358,-0.090980716,-0.07758983,0.053978298,-0.048156966,-0.027221315,0.13677743,0.118864916,0.120530024,0.12267012,-0.047942795,0.021026593,-0.02245069,-0.090500794,0.046450973,-0.0109738475,0.113105536,-0.002671713,-0.021301588,0.11544179,-0.056127608,0.025938464,-0.016123595,0.018647883,0.011894249,0.001748454,-0.11534744,-0.07620904,-0.06649979,-0.052765906,-0.032270655,-0.06777039,-0.014636649,0.004945722,0.044015553,0.001378073,-0.025362786,0.013928879,0.024701882,0.015565755,-0.029881412,-0.032394964,0.041534256,-0.04647217,0.081489734,0.005181277,0.0039664414,-0.06344866,-0.07962518,-0.04421723,-0.09159586,-0.14509304,0.030190533,0.007710465,-0.058934953,0.015877815,0.062368486,0.061089396,0.052694894,0.025700426,-0.06449379,-0.010322287,0.043796405,-0.059312604,-0.0050147357,-0.06726565,0.07693713,-0.014913195,-0.044313066,0.0039726454,-0.013406903,0.030356158,0.020981418,-0.049066693,-0.0043143425,0.07681292,0.09233717,-0.07608399,-0.12979855,-0.06019609,0.034520376,0.07731353,-0.106631376,-0.011457006,0.087506525,0.06799701,-0.02818152,-0.035172895,0.07120299,0.054173917,-0.03781962,-0.013792998,0.0016612199,0.104258806,-0.011800507,-0.12590842
hg38 STAR 36bp b1000 k36 n50.bed,-0.10879162,-0.029023038,0.03011825,0.033065856,-0.029855307,-0.07117552,-0.056291837,0.040631592,-0.018284794,0.01311288,0.094112575,0.058977798,0.109672956,0.11043752,0.00902432,0.024152627,-0.052358184,-0.12008486,0.031190962,-0.043388095,0.077097274,-0.026717892,-0.0006051583,0.047921065,-0.05016284,0.06415358,-0.03709748,-0.034815285,0.0041777203,-0.058860537,-0.123598166,-0.09977271,-0.07167261,-0.0064396826,-0.021817684,-0.08154269,0.023376653,0.0050355154,0.053507693,0.021439316,-0.012342789,-0.06317214,0.011274809,-0.012955934,-0.021028228,-0.03520187,0.02874435,-0.06688155,0.07842516,0.07138912,-0.047637217,-0.016166493,-0.08469061,-0.042157616,-0.06625695,-0.05902883,0.015991678,-0.017909473,-0.04611314,-0.036984984,0.027361553,0.016998746,-0.010968774,0.08519026,-0.057582006,-0.04340749,0.04364544,-0.106599584,-0.0579747,-0.072158635,-0.017571189,0.009425078,-0.05004525,0.03438687,0.00554048,0.024398373,0.030727103,-0.021083228,0.04471148,0.091002114,0.07033079,-0.055277877,-0.15314205,-0.0750321,0.027246645,0.068331614,-0.07098588,-0.044026885,0.08858942,0.017145382,-0.05318972,-0.0040649176,0.08104507,0.072131455,-0.01977904,0.022863694,0.05648288,0.07630108,0.01079951,-0.13685533
hg38 STAR 36bp b20000 k50 n10.bed,-0.0685245,-0.036491834,-0.02504131,0.02716645,-0.0013697112,-0.075411625,-0.064215876,0.082726195,-0.010570182,-0.017418064,0.13009971,0.080591775,0.11744567,0.123451576,0.019567138,0.001346152,-0.05637384,-0.06874534,0.04787071,-0.04598843,0.09144484,-0.034143217,-0.04281881,0.05870639,-0.060239065,0.019302228,-0.057365604,-0.007037947,0.037553754,-0.030612784,-0.110331066,-0.09901739,-0.06225363,-0.015352015,-0.013913857,-0.053402226,0.0048887655,-0.013006409,0.04662714,0.017862767,-0.028621174,0.0038677067,-0.0117612155,-0.019711997,-0.035960983,-0.03184473,0.036959708,-0.042851295,0.06957196,0.011310834,-0.06214598,-0.029436262,-0.055751603,-0.029077342,-0.0571507,-0.09004015,0.028190248,-0.021151293,-0.03862818,-0.024289437,0.04902547,0.04421048,-0.010478335,0.06262909,-0.033843882,-0.022129659,0.06897888,-0.075420156,-0.10317708,-0.10971075,0.020897487,0.030954977,-0.052546307,0.020817684,-0.0005751851,0.015360575,0.014449033,-0.045712598,0.040016145,0.07631102,0.09131464,-0.05279548,-0.10884503,-0.06717731,0.03937297,0.062068563,-0.07107095,-0.035783377,0.08888324,0.047046408,-0.018660888,-0.03474503,0.07778907,0.052275784,-0.034820266,-0.0009798974,0.027900409,0.05000492,0.018404707,-0.15740721
hg38 STAR 36bp b10000 k36 n100.bed,-0.12380335,-0.03750944,0.012020105,0.027571844,-0.02130301,-0.08639186,-0.06771398,0.05434583,-0.0071908566,0.018369049,0.15237857,0.062092617,0.14487006,0.14600486,-0.0054699406,0.016848018,-0.07916952,-0.12272655,0.04668353,-0.068658635,0.09554433,-0.0576461,-0.018732853,0.058922034,-0.08012675,0.070406884,-0.05926615,-0.04381289,0.0068814172,-0.05342727,-0.15735638,-0.12574348,-0.06625673,-0.010985032,-0.02414844,-0.084584974,0.012648192,0.0027294978,0.07122944,0.02942617,-0.01312927,-0.051133916,0.007675079,-0.02709972,-0.012542096,-0.036633056,0.042090323,-0.08310308,0.08984219,0.06559646,-0.06612554,-0.015730904,-0.08909997,-0.04943355,-0.080480754,-0.08025065,0.030160567,-0.029388573,-0.052811086,-0.054478303,0.017050346,0.025356954,-0.018094461,0.10523276,-0.06625666,-0.046201263,0.0727771,-0.12485547,-0.07783729,-0.10124701,-0.01520721,0.042458236,-0.069747955,0.041709542,-0.008187067,0.031088833,0.043783873,-0.03864236,0.06141087,0.11529526,0.08990098,-0.051607255,-0.16443734,-0.089278154,0.039554443,0.07302473,-0.068618216,-0.055101756,0.104321785,0.050374612,-0.062474936,-0.01760278,0.11394909,0.06489352,-0.022162998,0.008368212,0.060780935,0.07329304,0.0137534505,-0.17165808
hg38 STAR 36bp b10000 k36 n50.bed,-0.12068898,-0.039744984,0.021399533,0.0242992,-0.019929232,-0.085374914,-0.07584021,0.056576278,-0.007713082,0.0058216956,0.14485012,0.0660269,0.14549975,0.15050365,0.0072621997,0.010133123,-0.09484986,-0.10487023,0.048452385,-0.061756,0.089081414,-0.041829802,-0.024336169,0.04805681,-0.08489229,0.06398965,-0.057842482,-0.035963323,0.0051552868,-0.0554304,-0.14614278,-0.11511712,-0.06844903,-0.008829132,-0.016355323,-0.091656104,0.0019580307,0.010992844,0.05739254,0.037505683,-0.01209095,-0.044686764,-0.0070972694,-0.041458018,-0.020788392,-0.032304667,0.037888777,-0.0670455,0.07980516,0.06484017,-0.0642324,-0.017628485,-0.080230474,-0.046957944,-0.074272566,-0.07118058,0.023644753,-0.02639227,-0.049298376,-0.042752724,0.012848918,0.026117489,-0.026502395,0.0966538,-0.06735306,-0.04017217,0.060403835,-0.11416296,-0.07510018,-0.10771289,-0.014616347,0.032762658,-0.06644762,0.035631474,0.0037593993,0.038456548,0.040070783,-0.030504145,0.056308188,0.104680695,0.07771991,-0.053734526,-0.15463346,-0.09777543,0.032751165,0.077167235,-0.06100631,-0.06060882,0.09440528,0.02947764,-0.05443213,-0.012040462,0.114004835,0.080440715,-0.034415405,0.01132911,0.067702085,0.07091216,0.014728566,-0.16172476
hg38 STAR 36bp b1000 k50 n200.bed,-0.09761233,-0.022560203,0.008962712,0.042466335,-0.025279123,-0.077860035,-0.043308694,0.056028463,-0.018752595,0.022436762,0.080316,0.07128958,0.121704526,0.09647782,-0.015063762,0.028705403,-0.029644568,-0.15084793,0.02594587,-0.03076294,0.09840332,-0.03086128,0.0025013124,0.07857104,-0.045254774,0.06820723,-0.036382888,-0.022549195,0.009613672,-0.037964888,-0.14418419,-0.09831563,-0.07933673,-0.022314621,-0.03733718,-0.07228453,0.024975466,-0.02117763,0.04514381,0.010586781,-0.011126697,-0.05401486,0.033963207,0.008309861,-0.01648835,-0.043288548,0.03659753,-0.06563907,0.08008503,0.04874993,-0.024769055,-0.0337868,-0.09510256,-0.04438111,-0.08556101,-0.08839217,0.024612227,0.008469275,-0.042614866,-0.01637316,0.023859298,0.0186291,0.014391206,0.07263,-0.05520732,-0.029305374,0.05278184,-0.09168939,-0.05054907,-0.05729456,0.012300203,0.009688294,-0.048365965,0.03998121,-0.010476549,0.0039258203,0.03234759,-0.032095786,0.041121468,0.099459335,0.10373974,-0.0741385,-0.16276228,-0.051504258,0.021219846,0.067600735,-0.07486388,-0.009409471,0.07946616,0.05173437,-0.06901022,-0.039897356,0.07709701,0.049580567,-0.023342097,0.01444212,0.027296621,0.10617908,-0.011469538,-0.14517938
hg38 STAR 36bp b10000 k36 n300.bed,-0.12420594,-0.03846092,0.015463387,0.024890717,-0.030165838,-0.09642163,-0.0706578,0.045425013,-0.010224065,0.017993297,0.14577241,0.05735003,0.15059046,0.13607201,-0.016410725,0.024552945,-0.078248285,-0.12416722,0.052287914,-0.06776917,0.09567652,-0.05970192,-0.02516393,0.060755637,-0.08099274,0.06654339,-0.06830167,-0.043539174,0.0042218682,-0.048658647,-0.15671305,-0.1189138,-0.068665825,-0.0072960765,-0.017345974,-0.08604731,0.008264447,0.003289984,0.06163632,0.0351306,-0.016639223,-0.06191648,-0.000845168,-0.024088433,-0.0055214814,-0.041545443,0.04256495,-0.07436497,0.09617854,0.06457907,-0.052251097,-0.019555246,-0.091955915,-0.05607728,-0.072895125,-0.082849495,0.030791698,-0.02033819,-0.041697063,-0.045966506,0.009428447,0.014923662,-0.016838457,0.10585073,-0.06521241,-0.03541501,0.07003256,-0.11991689,-0.08389717,-0.09990956,-0.027026432,0.036563728,-0.07424528,0.045684937,-0.009120962,0.027226044,0.04682172,-0.03862711,0.066980936,0.11740165,0.09250871,-0.063179135,-0.16279621,-0.09768556,0.036227833,0.07681253,-0.057675622,-0.045996927,0.09877132,0.05060046,-0.07647943,-0.004849723,0.11567328,0.061098244,-0.025078084,0.0022042915,0.05711759,0.07342466,0.0016627477,-0.16615948
hg38 STAR 36bp b20000 k100 n200.bed,-0.05368504,-0.033223383,-0.02843584,-0.02804839,-0.005764133,-0.08913158,-0.0758138,0.05983928,-0.047123253,-0.030786255,0.14696932,0.12292485,0.116915315,0.12769514,-0.039005067,0.021973763,-0.02409932,-0.08750984,0.04698378,-0.008977585,0.10759145,0.0017691314,-0.018590925,0.1037154,-0.054968964,0.02067568,-0.012476224,0.020457469,0.020393126,0.001086439,-0.11532055,-0.07223002,-0.061527736,-0.0561829,-0.031046167,-0.059545163,-0.016320039,0.004485181,0.047559265,-0.004439929,-0.024372095,0.016975358,0.02702163,0.01685641,-0.033597425,-0.029694812,0.03799361,-0.05045008,0.08106383,0.007618714,0.0066480264,-0.052360408,-0.07800828,-0.04153675,-0.0918611,-0.15187304,0.033512603,0.003981093,-0.06634337,0.006250295,0.06673364,0.061272234,0.0587406,0.02077933,-0.057361823,-0.014509728,0.040294755,-0.057082724,-0.0024680342,-0.06804659,0.085284956,-0.01643052,-0.039967723,0.00071974203,-0.0069598765,0.033708658,0.020918954,-0.050301515,-0.020594163,0.078902684,0.08347509,-0.07453572,-0.12640288,-0.061185375,0.028842118,0.0824284,-0.11107332,-0.015868315,0.0904088,0.067776605,-0.029748632,-0.039244667,0.07040044,0.056090683,-0.039057482,-0.014773437,0.0041988124,0.103661865,-0.009696441,-0.12192804
hg38 STAR 36bp b10000 k100 n200.bed,-0.07150342,-0.033594538,-0.009572352,-0.03421726,-0.0073062954,-0.102213986,-0.076855615,0.047442943,-0.06406401,-0.03154196,0.15662101,0.14912705,0.14346328,0.13064927,-0.087729424,0.02235919,-0.02677616,-0.10979901,0.04205278,-0.0005230108,0.14731652,0.00075136445,0.00011953106,0.13763827,-0.06016883,0.049752254,-0.028847245,0.017362619,0.010558391,0.013234108,-0.13626593,-0.08788615,-0.06748823,-0.06327395,-0.04437641,-0.07835053,-0.025381949,0.011947514,0.047677282,0.00017151181,-0.01282617,-0.004327263,0.05044794,0.030135596,-0.015172959,-0.050612208,0.05405316,-0.06333718,0.0946468,0.012872809,0.03979178,-0.07619318,-0.09573101,-0.056725338,-0.109158985,-0.17720976,0.049587317,0.03594936,-0.078737274,0.031340785,0.05847629,0.06589104,0.07740768,0.01204813,-0.077732146,-0.00986546,0.04498228,-0.06041088,0.025557514,-0.046888765,0.095560975,-0.021743864,-0.051560145,0.017728392,-0.00616585,0.031053035,0.031474173,-0.04804385,-0.0195779,0.10016038,0.09812314,-0.0792821,-0.16671358,-0.0752161,0.033105962,0.086008705,-0.12493486,-0.012089768,0.08995354,0.08729054,-0.05612906,-0.032083463,0.09374563,0.062834844,-0.05182886,-0.026715234,0.007460752,0.14802015,-0.026934152,-0.13564114
hg38 STAR 36bp b10000 k50 n50.bed,-0.103556655,-0.025069173,-0.0038333035,0.026261251,-0.01176182,-0.10631612,-0.06944087,0.06536511,-0.023750568,-0.0069982754,0.12749699,0.0916206,0.14752439,0.12925543,-0.023894103,0.011344206,-0.053489376,-0.12685414,0.061067633,-0.034607064,0.12218948,-0.039558735,-0.021202357,0.0798238,-0.062986545,0.06726673,-0.0435988,-0.0246364,0.024659127,-0.029760128,-0.15218309,-0.10877814,-0.07490057,-0.027292829,-0.04118863,-0.087459244,-0.0075969775,0.0023554424,0.059597984,0.01648587,-0.0149539225,-0.044834614,0.029634241,0.003975028,-0.02486084,-0.04431044,0.039109364,-0.063747264,0.08801265,0.03783609,-0.040833976,-0.029766232,-0.09908671,-0.045376975,-0.09379778,-0.11062425,0.036637664,0.0080427285,-0.055651262,-0.02042277,0.043088634,0.04265764,0.025304938,0.06567239,-0.065598056,-0.020559859,0.050055005,-0.09123051,-0.057390664,-0.0855483,0.03182813,0.029074349,-0.049382057,0.03878115,-0.008547308,0.008223715,0.031396836,-0.055630922,0.036401954,0.097382024,0.102926984,-0.07939997,-0.16232798,-0.07928331,0.036979645,0.07233812,-0.08054017,-0.02611154,0.0941123,0.06682245,-0.052080896,-0.052722868,0.09538991,0.06666915,-0.049570702,-0.00973331,0.02419316,0.104750946,-0.000791032,-0.1716545
hg38 STAR 36bp b1000 k100 n100.bed,-0.06639432,-0.03142893,0.018308653,-0.02969117,-0.0026544165,-0.094267726,-0.05418383,0.026962139,-0.08479551,-0.028770229,0.13025463,0.1518456,0.132548,0.11755312,-0.083769165,0.028054718,-0.015949577,-0.12489802,0.028938156,0.0025482725,0.15929182,-0.00985091,0.008756751,0.12878816,-0.040813733,0.06477474,-0.024889542,0.021534234,0.0055525177,0.0072104586,-0.14782824,-0.089517586,-0.06400919,-0.06331234,-0.042334843,-0.08537706,-0.021238882,0.008870722,0.043402176,0.006824283,-0.019931234,-0.03439399,0.08037829,0.041070815,-0.018091258,-0.06140024,0.05569662,-0.055762578,0.08234412,0.008400668,0.039304208,-0.072781056,-0.10173925,-0.05761577,-0.11375817,-0.17288592,0.04479456,0.047926247,-0.06970718,0.048769332,0.062033202,0.06727407,0.08111661,0.0086896205,-0.08022859,-0.016587606,0.04162356,-0.052852467,0.037908595,-0.035124682,0.09785646,-0.025179558,-0.047101337,0.023992475,-0.0078707505,0.02754472,0.017635899,-0.033277273,-0.011946313,0.10191521,0.092809446,-0.07636397,-0.17131987,-0.0627881,0.017852467,0.08003205,-0.123743415,-0.016518379,0.08384124,0.07968399,-0.058704965,-0.023268143,0.09103918,0.068793505,-0.04892628,-0.023771955,0.024348557,0.16151506,-0.019958459,-0.13769343
hg38 STAR 36bp b20000 k36 n300.bed,-0.11135014,-0.034838162,0.015283097,0.019791653,-0.02024946,-0.091302276,-0.07353321,0.04659817,-0.011733668,0.013277232,0.148748,0.052035704,0.13777998,0.1300365,0.0036477295,0.01900069,-0.065704405,-0.10868385,0.049649514,-0.06426495,0.08433428,-0.052696194,-0.025480738,0.051061265,-0.07748825,0.046214756,-0.06106404,-0.03686177,0.0051795403,-0.047744352,-0.14467758,-0.10600864,-0.0634334,-0.01089587,-0.007991797,-0.07671498,0.006933418,0.0056136837,0.05031068,0.039486207,-0.023973303,-0.038642753,-0.010663157,-0.029514652,-0.02131072,-0.032918755,0.040904853,-0.071125664,0.084616065,0.044397004,-0.057038505,-0.021015657,-0.08307509,-0.04189686,-0.06104822,-0.07840866,0.03151008,-0.030681651,-0.042796,-0.042600542,0.014102788,0.020043747,-0.020291671,0.09664126,-0.054170404,-0.03019094,0.07080628,-0.109627455,-0.08446751,-0.105494,-0.020700859,0.028348489,-0.07162617,0.038696986,-0.017560812,0.025611997,0.044292632,-0.042839672,0.0645855,0.10437516,0.078591704,-0.056350395,-0.1447766,-0.09291261,0.03940991,0.065262906,-0.059025396,-0.047089193,0.09415353,0.03854768,-0.067241274,-0.007818217,0.10142695,0.06306705,-0.02090378,0.00525934,0.056197576,0.06206002,0.011284924,-0.16674025
