BAM,R1 FASTQs,R2 FASTQs,Paired-End,Cropped,Pooled,Duplicate FASTQs,Restricted,BAM Read Length,Mapped Reads,Unmapped Reads,Date Created,Donor,Biosample Ontology,BAM md5sum
ENCFF815ZFH,"ENCFF465DRO, ENCFF960OWY, ENCFF938VAO","ENCFF778ZBR, ENCFF779IXW, ENCFF196VWV",True,False,True,False,False,101,214554211,22125083,2017-07-14T19:30:32.147200+00:00,ENCDO000ABB,cell_line_EFO_0002713,e9a26a671d6365f152647454c3e95254
ENCFF007BRF,ENCFF612SKD,,False,False,False,False,True,36,26746051,4478182,2018-01-25T02:55:40.325451+00:00,ENCDO243GQK,primary_cell_CL_0000594,bbab3a7d42e7f9564c4c3ceb38097dbb
ENCFF351MPC,ENCFF278ATS,,False,False,False,False,False,51,33752440,851366,2016-05-06T18:11:52.061996+00:00,ENCDO000AAD,cell_line_EFO_0002067,ee793402da2904fe2af78a7a229c1fa3
ENCFF931SQB,ENCFF799XPQ,,False,False,False,False,False,36,79418765,2205016,2016-05-06T18:13:54.932405+00:00,ENCDO349AAA,cell_line_EFO_0002074,f48469819e66026893518f5e4057cfb1
ENCFF378LVR,ENCFF346UUT,ENCFF952ZXY,True,False,False,False,False,101,51785037,1575073,2016-11-25T03:06:27.100793+00:00,ENCDO845WKR,tissue_UBERON_0011907,4fec6b4911b96247d7a2f2cf942ca517
ENCFF902CRQ,"ENCFF359BBF, ENCFF229SZZ, ENCFF876LYB",,False,True,True,False,False,36,63987109,3264251,2017-01-09T22:29:45.077418+00:00,ENCDO222AAA,cell_line_EFO_0003045,80fee7a30bb0f3869b517be5c3aa4b7f
ENCFF642UHU,ENCFF000PVC,,False,False,False,False,False,50,26897949,1675162,2017-06-16T18:54:34.479807+00:00,ENCDO000AAM,cell_line_EFO_0002793,119698c2eb807c46b24c04084ee7bf56
ENCFF688JJI,ENCFF311NEY,ENCFF708ZMD,True,False,False,False,False,101,103787553,16652101,2016-09-16T03:18:29.898125+00:00,ENCDO000AAE,cell_line_EFO_0001203,a2f1f18822eef3eaa9bc3001876c6ac5
ENCFF190IKF,"ENCFF356KJM, ENCFF557IJC, ENCFF765UYP",,False,False,True,True,False,76,95002384,3678419,2017-01-06T16:09:08.961530+00:00,ENCDO220OYR,cell_line_EFO_0001221,c69e9bada07fd3d38df7756ab2ed3c38
ENCFF424ZJU,ENCFF657PTT,ENCFF946FRP,True,False,False,False,False,76,119225565,41580535,2017-02-02T05:49:31.178016+00:00,ENCDO451RUA,tissue_UBERON_0001159,c8a2324ec0094e551fcd984bb230cbbb
ENCFF276DOD,ENCFF722PTT,ENCFF160JLB,True,False,False,False,False,101,93359433,3455223,2017-01-27T06:28:31.875159+00:00,ENCDO451RUA,tissue_UBERON_0001211,6973a29826bf9b2eaa89e575b85207b3
ENCFF670KMY,"ENCFF851OXO, ENCFF240RBR",,False,False,True,True,False,50,35465674,3680438,2017-03-27T01:22:35.423230+00:00,ENCDO424HVB,tissue_UBERON_0001043,0e65336c12e663e01161c59e18760064
ENCFF140IDL,ENCFF000VRO,,False,False,False,False,False,28,7229518,268860,2016-10-26T17:35:15.637710+00:00,ENCDO000ABK,cell_line_EFO_0005336,85a340e38cce16625c4bf43fe2e40b72
ENCFF744CPV,ENCFF758XTS,ENCFF345SUH,True,False,False,False,False,101,107618751,3294291,2017-05-10T23:34:47.958868+00:00,ENCDO451RUA,tissue_UBERON_0002106,cd0a825759e7ba5fd38a5152454cf039
ENCFF889SSK,ENCFF890NBB,ENCFF261WQL,True,False,False,False,False,101,77860667,2631603,2017-03-17T16:43:01.972067+00:00,ENCDO271OUW,tissue_UBERON_0004264,82209a04359a6f531c715beaf1ca7315
ENCFF657IMK,ENCFF359FCM,,False,False,False,False,False,36,47440556,2378091,2016-05-06T18:06:55.527456+00:00,ENCDO222AAA,in_vitro_differentiated_cells_CL_0000681,2879d77c9c576163577dd50408d6d191
ENCFF522EPY,ENCFF000ZVJ,,False,False,False,False,False,36,23878261,282813,2016-10-26T17:36:16.871118+00:00,ENCDO000AAD,cell_line_EFO_0002067,a71d291b9051acbcb85dcb7679ec9e6a
ENCFF610EFV,ENCFF000XOO,,False,False,False,False,False,28,22205873,1696961,2016-10-26T17:35:07.505172+00:00,ENCDO000AAB,cell_line_EFO_0002791,166d067d5ffb23e9924ad0d6595e17f2
ENCFF786RCZ,ENCFF000WLC,,False,False,False,False,False,28,6717445,273216,2016-10-26T17:35:42.216972+00:00,ENCDO000ACF,cell_line_EFO_0005332,04a1fb1ee22ad587dd569795c4943a1c
ENCFF073ZQP,ENCFF487HZM,ENCFF510RBZ,True,False,False,False,False,101,26577496,463634,2016-05-06T18:07:02.365954+00:00,ENCDO000AAD,cell_line_EFO_0002067,a9e409bd25c4e4d193cd1de71e89172f
ENCFF627XQE,ENCFF210JBU,,False,False,False,False,False,50,31271942,756586,2016-05-06T18:02:12.653827+00:00,ENCDO000AAE,cell_line_EFO_0001203,0d5e0390fe660c9ca8817f9fdfd16072
ENCFF208ONE,ENCFF614IRS,ENCFF817GNU,True,False,False,False,False,101,56168346,1112504,2016-05-06T18:08:01.677703+00:00,ENCDO000AAD,cell_line_EFO_0002067,85a83fb19156e498d70a4578cf0b42f5
ENCFF491RYT,ENCFF000PBY,,False,False,False,False,False,50,31248620,2738296,2016-11-30T18:18:06.152457+00:00,ENCDO000ABE,cell_line_EFO_0002824,cf37030b6962755570f05c14e693171f
ENCFF853ZBX,ENCFF411AOW,,False,False,False,False,False,36,19421946,6294835,2016-12-19T07:29:18.283975+00:00,ENCDO441UHQ,primary_cell_CL_0001059,4cbdbcdef44c1158cb8895c5bdb603ec
ENCFF295VUB,ENCFF610WEU,ENCFF950EXK,True,False,False,False,False,76,105107699,19714221,2017-02-02T04:04:40.335398+00:00,ENCDO793LXB,tissue_UBERON_0000992,7096fcf18ffcc16ed0701ccc6dd68899
ENCFF981QXW,"ENCFF780VKF, ENCFF888OQB, ENCFF274RNW, ENCFF460JSA, ENCFF569WIS",,False,True,True,True,False,36,137768928,2558176,2017-10-20T00:40:37.050310+00:00,ENCDO336AAA,cell_line_EFO_0005723,d06c8882a6f31fa8ac0fc670b99fbf92
ENCFF400FPE,ENCFF182DKW,,False,True,False,False,False,36,19878221,1052649,2017-03-16T21:28:49.538933+00:00,ENCDO478OMA,tissue_UBERON_0002106,962c98d444cc3adcc3e295f7923695e7
ENCFF401AMX,ENCFF924SLY,,False,False,False,False,False,49,22133309,642108,2016-05-06T18:06:31.378212+00:00,ENCDO000AAE,cell_line_EFO_0001203,812d3280bfcd0b3bca504fb334162b4e
ENCFF863SZQ,ENCFF293VFJ,ENCFF367IPF,True,False,False,False,False,101,74212147,1879529,2017-01-27T06:28:28.611876+00:00,ENCDO845WKR,tissue_UBERON_0001211,c76a8a9cde5cd21e31151d0922e413b4
ENCFF781ZJA,"ENCFF183TQF, ENCFF544FLC",,False,False,True,False,False,76,62804052,2306413,2016-10-27T22:00:55.884585+00:00,ENCDO793LXB,tissue_UBERON_0001211,bca2c0c1e7a0899f08e30b1843a26848
ENCFF368AFY,"ENCFF011LJK, ENCFF649MVC",,False,False,True,False,False,49,49498266,3627028,2016-05-06T18:02:02.893494+00:00,ENCDO000AAD,cell_line_EFO_0002067,5dbe12b5d6c61469b270a7ba5da24c1a
ENCFF097AAA,ENCFF002EJF,ENCFF002EJD,True,False,False,False,False,101,81795568,1636308,2016-05-06T18:06:53.995623+00:00,ENCDO000AAZ,cell_line_EFO_0001086,c4ac39d166e858f92ab1d3b5eecdee96
ENCFF705VYI,ENCFF000SCG,,False,False,False,False,False,51,18273543,4335847,2016-12-03T15:33:09.761994+00:00,ENCDO000ACZ,cell_line_EFO_0005696,a34bf56e0c518300d29de2d68e8a92d3
ENCFF572WNH,ENCFF969KKW,,False,False,False,False,False,30,24775437,31608717,2017-02-04T18:51:48.355520+00:00,ENCDO222AAA,cell_line_EFO_0003045,c6e7a97ff96572863cba9996a80e0298
ENCFF294PCB,ENCFF465LHG,ENCFF631QEA,True,False,False,False,False,76,120435443,23538837,2016-11-08T22:47:06.272646+00:00,ENCDO793LXB,tissue_UBERON_0002190,ef0804f25f049352672044f1b6466420
ENCFF404ZBY,ENCFF000QVV,,False,False,False,False,False,36,30161318,18364290,2016-10-26T17:38:13.508784+00:00,ENCDO000AAR,cell_line_EFO_0005234,5f700853649fc13e7984e347dbb4e6e4
ENCFF399FXT,ENCFF627LYX,,False,False,False,False,True,36,41420654,4272731,2018-01-18T03:17:51.996534+00:00,ENCDO889KES,tissue_UBERON_0000320,9f3637ddb9c908a34d2b6e61e3747e22
ENCFF161TWC,ENCFF002BFX,,False,False,False,False,False,50,37299505,7252238,2016-05-06T18:08:59.435734+00:00,ENCDO000AAC,cell_line_EFO_0001187,93b30df7b1da80122ddd38b42f29a352
ENCFF765SNX,ENCFF174BWY,,False,False,False,False,False,76,36903814,783056,2016-05-05T04:43:52.858905+00:00,ENCDO451RUA,tissue_UBERON_0002046,359d862c8061208f49f8a7dc5443e6d2
ENCFF938ARZ,ENCFF535HOG,,False,False,False,False,True,75,26130975,7817215,2017-11-09T04:06:44.897361+00:00,ENCDO047TBB,primary_cell_CL_1001606,f53299d792891b508aad71d59e9869dc
ENCFF106DYM,ENCFF816SJK,ENCFF685NZG,True,False,False,False,False,101,104316767,2930959,2016-12-07T18:31:20.855453+00:00,ENCDO451RUA,tissue_UBERON_0036149,ba7945589ff6fa393558f105053c4d84
ENCFF082NBV,ENCFF000VWF,,False,False,False,True,False,36,17262903,495463,2016-10-26T17:36:03.033592+00:00,ENCDO000AAK,cell_line_EFO_0002784,7a3294376a9db91f074c1e795c218512
ENCFF710ZUH,ENCFF482RON,,False,False,False,False,False,50,31107676,1108370,2017-05-10T21:34:44.786678+00:00,ENCDO424HVB,tissue_UBERON_0000945,ceea17a5b2a88a0c55e6bf17b4256512
ENCFF842XPY,ENCFF782XZV,,False,False,False,False,True,36,34541616,9829246,2018-01-18T02:31:02.481622+00:00,ENCDO622KQK,tissue_UBERON_0014455,287f6c4c52f72a4eafe59bfb3576100d
ENCFF226SLF,ENCFF920WNX,,False,False,False,False,False,76,27508299,1013876,2016-06-30T17:26:22.048780+00:00,ENCDO000AAZ,cell_line_EFO_0001086,6763f505a489023bee73321650f9ed5f
ENCFF293QZV,ENCFF001HLJ,,False,False,False,False,False,36,27590587,541621,2016-08-09T16:01:28.842448+00:00,ENCDO330AAA,primary_cell_CL_0000746,f6ee47acbec0bc6448ca3f098a2ede42
ENCFF404AVI,ENCFF147CMT,,False,False,False,False,False,50,25635869,772214,2016-05-06T18:07:14.873563+00:00,ENCDO000AAC,cell_line_EFO_0001187,6c310cfd174072a2bd71c6dfc230e55a
ENCFF022RSI,"ENCFF042ZHQ, ENCFF429SEQ, ENCFF451EVL",,False,False,True,False,True,36,38281064,697044,2017-10-16T12:54:30.539048+00:00,ENCDO980BZD,tissue_UBERON_0009834,a8940bab70333707786b6a31548b4a87
ENCFF427ZMQ,ENCFF319AWI,,False,False,False,False,False,40,42268709,2218786,2016-06-25T05:32:06.771595+00:00,ENCDO000AAC,cell_line_EFO_0001187,d18ac928feebdcda83bb0e5cb50c958d
ENCFF073IIU,ENCFF943CMT,ENCFF766ORZ,True,False,False,False,False,101,54497144,7525936,2017-08-16T02:41:10.441743+00:00,ENCDO000ABE,cell_line_EFO_0002824,2fba2ae396493471458faf9f977cdda7
ENCFF036GEF,ENCFF000WXT,,False,True,False,False,False,25,15240595,530970,2016-12-13T03:03:58.046718+00:00,ENCDO000ABF,cell_line_EFO_0001182,8dc493a877942ed0dbfe360f03d4b029
ENCFF119DFE,"ENCFF244WIG, ENCFF651VMP, ENCFF002AVH",,False,True,True,False,False,36,86200216,2475260,2016-10-26T22:58:51.356708+00:00,ENCDO353AAA,cell_line_EFO_0002357,4ed9732f31c7e2f001e9eccb06b0b15a
ENCFF327IAE,"ENCFF850AMQ, ENCFF038DUA",,False,False,True,False,True,75,32350332,48417943,2017-11-09T05:41:51.974729+00:00,ENCDO651ROT,tissue_UBERON_0003124,363541c247f15d45c89451e1a6ec99fd
ENCFF065XTC,ENCFF953WVU,ENCFF911YKD,True,False,False,False,False,101,135749130,5528132,2017-04-09T00:03:34.481712+00:00,ENCDO000AAD,cell_line_EFO_0002067,787c2daf966eb682e0aa0ac1f9f0cde1
ENCFF873LFP,ENCFF313HFA,,False,False,False,False,True,75,34759421,8612653,2017-11-09T04:48:38.128450+00:00,ENCDO329NER,tissue_UBERON_0002037,354fc381b203ea0ec3969be47bdac8b6
ENCFF973ZIU,ENCFF000PFD,,False,False,False,False,False,36,34216336,16422240,2016-10-26T17:35:41.855372+00:00,ENCDO000AAB,cell_line_EFO_0002791,22b9a0ae829664045d0317c005ec0e21
ENCFF680JEZ,ENCFF760WPA,ENCFF950USL,True,False,False,False,False,101,64106893,1336477,2016-05-06T18:15:42.951208+00:00,ENCDO000AAD,cell_line_EFO_0002067,ac89d08397b2a5bc62985f1901a8b126
ENCFF479AQE,ENCFF002EFT,ENCFF002EFQ,True,False,False,False,False,101,89164565,1588489,2016-05-06T18:15:55.324970+00:00,ENCDO000AAK,cell_line_EFO_0002784,c1daa6cdeaff731737486c2fc8bffce3
ENCFF292OHG,ENCFF048XWA,ENCFF075DIL,True,False,False,False,False,101,61618372,1944562,2016-05-06T18:15:04.039899+00:00,ENCDO000AAC,cell_line_EFO_0001187,112b2ba8015b983629b2bfcdd579d8bd
ENCFF864PPH,ENCFF570HOL,,False,False,False,False,False,50,43237658,7896935,2016-05-06T18:03:44.558595+00:00,ENCDO000AAE,cell_line_EFO_0001203,ce45c3e49264d2c4e559f92c0820f97d
ENCFF583HKO,ENCFF000YPZ,,False,True,False,False,False,27,20486599,8724595,2016-12-13T03:32:51.122095+00:00,ENCDO000AAD,cell_line_EFO_0002067,2fa933c9d9c47b89f26368effc4bc986
ENCFF080HGX,ENCFF321ZMO,ENCFF642BHL,True,False,False,False,False,101,95753255,14873657,2016-10-27T22:24:28.690644+00:00,ENCDO000ABF,cell_line_EFO_0001184,600d810a13bd77c8a95d2b5c12c70e1f
ENCFF942IYS,"ENCFF781GHE, ENCFF159MTI",,False,False,True,True,False,50,68719292,2681153,2016-12-19T07:30:51.187357+00:00,ENCDO424HVB,tissue_UBERON_0000947,60213a87faecec8d3713925e8e6b1a51
ENCFF189AOD,ENCFF445KUN,ENCFF091IYB,True,False,False,False,False,101,62301598,1231222,2017-02-09T16:12:11.542354+00:00,ENCDO000AAD,cell_line_EFO_0002067,d3f160899ed2e69e27bdb045206df025
ENCFF017RHY,ENCFF837GYP,ENCFF888ISZ,True,False,False,False,False,101,77811877,1369127,2016-12-15T19:46:11.259610+00:00,ENCDO569WSJ,primary_cell_CL_0002231,3001d20dbb3785939d9201400c230b7d
ENCFF272RAI,ENCFF299YUY,ENCFF452ZZF,True,False,False,False,False,76,133116216,24604854,2017-02-02T06:31:38.370486+00:00,ENCDO271OUW,tissue_UBERON_0000996,d7db327b2145f5978f7046bbf8018cff
ENCFF079VNU,"ENCFF877XOV, ENCFF563LVJ",,False,False,True,False,False,49,23747536,849822,2016-08-30T17:47:37.117493+00:00,ENCDO000AAD,cell_line_EFO_0002067,714482ee90faf5385f25d806fef400fa
ENCFF856KFW,ENCFF187PGU,ENCFF984CIZ,True,False,False,False,False,101,55408875,3304717,2016-05-06T18:12:27.150727+00:00,ENCDO845WKR,tissue_UBERON_0008367,d42fcc6916124402a12c0579d72ef5e8
ENCFF720SCO,ENCFF650PTL,ENCFF050RJA,True,False,False,False,False,101,145557446,5835664,2016-10-27T22:30:08.167974+00:00,ENCDO451RUA,tissue_UBERON_0002369,b6bd9f55cf83531f0532139945e755f6
ENCFF144ISY,"ENCFF206YPV, ENCFF835QIF",,False,False,True,False,False,76,69373260,2560018,2016-11-11T04:50:37.325983+00:00,ENCDO222AAA,in_vitro_differentiated_cells_CL_0011020,75c6388c32ec9446e4c622191e9fae9d
ENCFF610SOD,ENCFF001HOD,,False,False,False,False,False,36,17936652,345927,2016-08-09T16:00:56.547744+00:00,ENCDO000AAC,cell_line_EFO_0001187,8ab5934b88b3198110eaac7c91c50ed3
ENCFF648FLA,ENCFF050IAV,ENCFF570XLQ,True,False,False,False,False,101,60337159,1754751,2016-09-11T03:13:52.995947+00:00,ENCDO000ABF,cell_line_EFO_0001182,8d41fda6a23f6a502b0c88cf315d8d51
ENCFF725EHT,ENCFF416TNH,,False,False,False,False,False,36,35633187,890993,2016-12-19T07:29:43.428854+00:00,ENCDO412QUR,primary_cell_CL_0001059,1b2a1b5dd0cf19846a2f6e01d2b7a9eb
ENCFF126PXT,"ENCFF349YSG, ENCFF775RGK, ENCFF829PCB",,False,True,True,False,False,36,60561168,2663823,2016-11-08T04:15:10.589337+00:00,ENCDO349AAA,cell_line_EFO_0002074,6d0228da33dfe00a1b56fde26ffe723e
ENCFF761WXE,ENCFF575KLP,,False,False,False,False,True,36,22048821,10955633,2018-01-24T20:46:08.699874+00:00,ENCDO966YSM,primary_cell_CL_0000899,c68bfbf4f9559a10ea0b9b9763535a71
ENCFF185KNP,"ENCFF705DCE, ENCFF768RZF, ENCFF807KSV, ENCFF171LLJ",,False,False,True,False,True,36,44578659,1249383,2018-01-18T02:51:42.276404+00:00,ENCDO895TFL,tissue_UBERON_0001199,0607f49cc64d395b019cab1a0bd7a063
ENCFF877PBK,ENCFF000ODV,,False,False,False,False,False,36,48851673,15104942,2016-10-29T18:00:37.405191+00:00,ENCDO000AAK,cell_line_EFO_0002784,5b5751478001209383ddfaba5954293c
ENCFF693DSK,ENCFF498FZT,,False,False,False,False,False,76,51800441,2281212,2016-10-26T20:55:23.800415+00:00,ENCDO451RUA,tissue_UBERON_0011907,db73e9b0ea975a44b82547425f972ed5
ENCFF783BSQ,ENCFF200UCY,,False,False,False,False,True,76,27377953,6813167,2017-11-09T03:50:41.691640+00:00,ENCDO819SJC,primary_cell_CL_0002326,97363c92115ba4f9254eabacb6a3eaec
ENCFF955QUS,ENCFF634CSE,,False,False,False,False,False,36,13681102,1661849,2016-12-19T07:29:21.324680+00:00,ENCDO000AAW,cell_line_EFO_0003042,20c65f1f9d05ff5f3160d32943b6d894
ENCFF384MFA,"ENCFF191LDB, ENCFF855SLP, ENCFF113LEI, ENCFF046RIH",,False,False,True,False,False,76,58150298,2006502,2017-01-31T21:05:57.761638+00:00,ENCDO793LXB,tissue_UBERON_0000996,9ed9388c8b291bd6eeac47dbad7f1be1
ENCFF258VRL,"ENCFF757ZBR, ENCFF676ITE, ENCFF562XOM, ENCFF759ROI",,False,False,True,False,False,76,59844445,2030433,2016-10-26T20:55:37.158515+00:00,ENCDO793LXB,tissue_UBERON_0002046,fcc22e8e9f44c73ff469fb1de266d0eb
ENCFF230XRK,"ENCFF137ZTJ, ENCFF800DGE, ENCFF849RAD",,False,True,True,False,False,36,66648359,1479396,2016-10-26T04:56:20.789856+00:00,ENCDO085ZKK,cell_line_EFO_0007070,bac4fdda035362d3f6186e8b3cdaecdc
ENCFF120QOW,ENCFF197MJX,,False,False,False,False,False,40,45264033,2926457,2016-05-06T18:13:47.099773+00:00,ENCDO000AAC,cell_line_EFO_0001187,355f3cd67d305122146a4ad8b410a376
ENCFF326TAE,"ENCFF406IWG, ENCFF552UHO",,False,False,True,False,False,49,56699927,1318742,2016-05-06T18:02:39.014831+00:00,ENCDO000AAD,cell_line_EFO_0002067,3fa522fff1445d877e5e21c65eacafdb
ENCFF941UFO,ENCFF233LAO,ENCFF812XFE,True,False,False,False,False,101,110697341,6705051,2016-09-01T21:33:57.207445+00:00,ENCDO451RUA,tissue_UBERON_0008367,1f4780a300f514198ce9177f96d7b6f7
ENCFF452JET,"ENCFF805KPU, ENCFF809ZPN, ENCFF164ZWM, ENCFF740ECI",,False,False,True,False,False,76,67700997,3437859,2016-10-29T04:23:38.828325+00:00,ENCDO000AAW,cell_line_EFO_0003042,281e89d3b228c1c9f9cefcd761734608
ENCFF250FEG,ENCFF843WCR,ENCFF079TRL,True,False,False,False,False,101,100315578,15970360,2016-10-27T22:24:46.276989+00:00,ENCDO271OUW,tissue_UBERON_0000995,6604ecd59103478749648170725333b1
ENCFF037MPZ,ENCFF531PAG,,False,False,False,False,False,36,63108243,1706575,2016-05-06T18:03:30.447633+00:00,ENCDO222AAA,in_vitro_differentiated_cells_CL_0002259,f1d218e9d9e4e856c151f5ffaa37d046
ENCFF383QCX,ENCFF000CCQ,,False,False,False,False,False,36,11770371,696594,2016-07-13T02:49:28.724100+00:00,ENCDO265AAA,primary_cell_CL_0001054,ff31abd816b1d8aa3c9627efd27cd0b1
ENCFF986RCQ,ENCFF123SWE,ENCFF241GYG,True,False,False,False,False,101,108537488,2146328,2017-01-08T01:06:53.384813+00:00,ENCDO005EGE,primary_cell_CL_1001606,36d582a8efb6a8c8ccd0aa9097f92f1e
ENCFF433SPB,ENCFF492DKQ,,False,False,False,False,False,36,40972634,985973,2016-08-30T17:54:15.299936+00:00,ENCDO000AAX,cell_line_EFO_0001196,47957cedf33edf8c51f11c7e593238c0
ENCFF587LRA,ENCFF000CMJ,,False,True,False,False,False,36,10954535,6281942,2017-03-13T17:16:30.238349+00:00,ENCDO268AAA,primary_cell_CL_0000312,49c9140b8a9e6172ccb7966baf58ea5c
ENCFF800KVT,ENCFF000RNI,,False,False,False,False,False,36,52572276,391129,2016-10-26T17:41:52.853331+00:00,ENCDO000ACT,cell_line_EFO_0002782,2aee26c147d6b1a73b1535ee3fd17998
ENCFF675DII,ENCFF353DLW,ENCFF214RDT,True,False,False,False,False,76,140480948,29202804,2017-02-02T07:35:56.042650+00:00,ENCDO793LXB,tissue_UBERON_0036149,d7dcb42565065a49273f72036f1d9c6e
ENCFF075MWT,ENCFF001HDF,,False,False,False,False,False,36,17956833,417439,2016-08-09T16:01:44.744162+00:00,ENCDO000ABP,cell_line_EFO_0005338,c9d965388be723db0bdf70dcafe786f3
ENCFF796VOZ,ENCFF165UVC,ENCFF694VZW,True,False,False,False,False,101,74247340,2667172,2016-05-06T18:05:54.588107+00:00,ENCDO793LXB,tissue_UBERON_0002106,3f80dd149655530f91266f9d87a7b3d5
ENCFF507FYB,ENCFF017QNZ,ENCFF689DPJ,True,False,False,False,False,101,95472957,2627639,2016-12-10T03:39:37.013034+00:00,ENCDO271OUW,tissue_UBERON_0010414,ba1c336b51b42a406cb256c1cd793217
ENCFF909WVL,ENCFF094LCI,ENCFF818HXE,True,False,False,False,False,76,102148203,19398343,2017-02-02T03:29:27.157774+00:00,ENCDO271OUW,tissue_UBERON_0008367,abf9ef86b502553966f8d6c08e1b2be2
ENCFF580CDY,ENCFF777BTD,ENCFF758XDM,True,False,False,False,False,101,145543805,13853651,2016-09-16T03:20:19.265835+00:00,ENCDO000AAC,cell_line_EFO_0001187,30efdd4264d41a61b6eaecfcff981fd4
ENCFF128SFZ,ENCFF000AMM,,False,False,False,False,False,36,47499015,3240591,2016-07-13T02:50:21.680135+00:00,ENCDO115AAA,primary_cell_CL_0000236,3ab42a667528cb1dcb4679fc2974ac29
ENCFF120BDS,ENCFF547QSE,ENCFF804THN,True,False,False,False,False,101,64997710,1450838,2016-09-11T03:13:45.076016+00:00,ENCDO000ABF,cell_line_EFO_0001182,adda59ad326a65a45ee125ed48155e3b
ENCFF890LQX,"ENCFF583LPM, ENCFF614GOP, ENCFF433FBI, ENCFF279CHC",,False,False,True,False,False,76,79935569,2865507,2016-10-27T22:01:52.051271+00:00,ENCDO793LXB,tissue_UBERON_0004648,6b870e769ae4955e25365fce39e3a56c
ENCFF058QKV,ENCFF000OXP,,False,False,False,False,False,50,37768026,5161199,2017-06-16T19:16:11.200592+00:00,ENCDO000AAW,in_vitro_differentiated_cells_CL_0002319,0f409ee8be7cf34ee12b862d465c4026
ENCFF676VDZ,"ENCFF000VKN, ENCFF000VKM",,False,False,True,True,False,40,53608612,36187059,2016-08-09T16:01:27.340767+00:00,ENCDO274AAA,primary_cell_CL_0000842,66ff5359ce16ccc3cb7f6e1b31c90e09
ENCFF134WUV,ENCFF436DLD,,False,False,False,False,True,75,33111741,5927392,2017-11-09T04:22:20.969331+00:00,ENCDO865QOI,tissue_UBERON_0000088,44787f441d9e3ac5c0d223e7c35e4238
ENCFF736EYF,ENCFF000XJD,,False,False,False,False,False,28,10157140,632664,2016-10-26T17:57:47.779352+00:00,ENCDO000AAB,cell_line_EFO_0002791,157004ce378fa312339b7aeeac4d1067
ENCFF301NVQ,ENCFF000QXL,,False,False,False,False,False,36,38138067,5517717,2016-10-26T17:35:19.461197+00:00,ENCDO000ABC,cell_line_EFO_0002860,bba17a02ffdd8c021f260f6193f27c19
ENCFF635VIO,"ENCFF767BGX, ENCFF313MQI",,False,False,True,False,True,36,47993942,1384685,2017-12-15T22:46:29.305129+00:00,ENCDO779YRY,primary_cell_CL_0000792,f1c7ba2a3b0f3443585e0446b478d6c1
ENCFF795YVZ,ENCFF779FUF,,False,False,False,False,True,36,47192749,5528137,2018-01-19T01:03:29.918433+00:00,ENCDO438LRD,primary_cell_CL_0000236,ba2960b13ec74e517c4cf6887b2fbc35
ENCFF961VPD,ENCFF002EIR,ENCFF002EIO,True,False,False,False,False,101,55308282,1423376,2016-05-06T18:04:18.902781+00:00,ENCDO000AAB,cell_line_EFO_0002791,6139c03bd5d55c89a95dc522d8fa8c1b
ENCFF383ZXS,ENCFF853XWN,ENCFF555QUG,True,False,False,False,False,76,45036257,14691187,2016-11-08T22:45:30.842437+00:00,ENCDO271OUW,tissue_UBERON_0001157,be025177d383d09bdc1ec6674b2406b7
ENCFF451LWT,ENCFF160VFX,ENCFF439KJM,True,False,False,False,False,101,51165822,928068,2018-02-22T01:30:45.990386+00:00,ENCDO000AAD,cell_line_EFO_0002067,ec97e3e82270e37a97a13fe00a126b75
ENCFF493LXT,ENCFF407DUW,,False,False,False,False,True,36,45883638,1158892,2017-11-17T23:04:23.789575+00:00,ENCDO952UGS,tissue_NTR_0001226,328051f5fe410e2b911577293d91b629
ENCFF796GJW,ENCFF728HNA,,False,False,False,False,False,49,22956186,380705,2016-05-06T18:06:36.192459+00:00,ENCDO000AAD,cell_line_EFO_0002067,46b4d60dbf847766ae8af983d28e8130
ENCFF260XZE,"ENCFF077PWW, ENCFF107HYL",,False,False,True,False,False,36,31367483,1235343,2016-12-19T07:29:13.637352+00:00,ENCDO826VAK,tissue_UBERON_0002369,5522217377ebfac0d34f6ac29693060e
ENCFF399UCQ,ENCFF823MCH,ENCFF904LUM,True,False,False,False,False,101,71959410,1660526,2016-05-06T18:13:27.395904+00:00,ENCDO000AAD,cell_line_EFO_0002067,3ea57862b3cc91111786bbacd5b1c5ae
ENCFF023KXJ,ENCFF000PBO,,False,False,False,False,False,36,33236595,2305856,2016-10-26T17:42:15.937956+00:00,ENCDO000ABE,cell_line_EFO_0002824,90c6f5e5470d150a771648a4b63266f7
ENCFF247ICN,ENCFF007TGS,ENCFF472CPZ,True,False,False,False,False,76,48122762,7954376,2017-02-02T01:02:59.381461+00:00,ENCDO451RUA,tissue_UBERON_0008952,9d5317b016ecbe5dd9411f8a7481b7b2
ENCFF689KUQ,"ENCFF485UYV, ENCFF170LRD, ENCFF410DXF, ENCFF784DBC",,False,False,True,False,False,76,76869941,5670438,2016-11-16T00:12:02.971710+00:00,ENCDO082FOL,primary_cell_CL_0000775,d1a986cf6723b8c2a4ad5e6518380712
ENCFF558ZSN,ENCFF086CFB,,False,False,False,False,False,50,42315616,1003589,2016-05-06T18:13:54.120900+00:00,ENCDO060AAA,tissue_UBERON_0002107,99359065d53bcc7aded2ab48d60b1ac3
